match_id,date,competition,confederation,match_type,season,home_away,team,opponent,gols_marcados,gols_sofridos,shots,shots_on_goal,blocked_shots,ball_possession,fouls,yellow_cards,red_cards,corners,offsides,passes_accurate,saves,ast,has_shot_data,weight
1544356,2026-05-29,International Friendlies 2026,FRIENDLY,friendly,2026,home,Iraq,Andorra,1,0,,,,,,,,,,,,,False,0.8
1544359,2026-06-04,International Friendlies 2026,FRIENDLY,friendly,2026,home,Spain,Iraq,1,1,13.0,4.0,3.0,66.0,8.0,2.0,,5.0,4.0,614.0,1.0,,True,0.8
1544359,2026-06-04,International Friendlies 2026,FRIENDLY,friendly,2026,away,Iraq,Spain,1,1,3.0,2.0,1.0,34.0,10.0,2.0,,3.0,1.0,285.0,3.0,,True,0.8
1544360,2026-06-06,International Friendlies 2026,FRIENDLY,friendly,2026,home,Panama,Bosnia and Herzegovina,1,1,,,,,,,,,,,,,False,0.8
1544360,2026-06-06,International Friendlies 2026,FRIENDLY,friendly,2026,away,Bosnia and Herzegovina,Panama,1,1,,,,,,,,,,,,,False,0.8
1544361,2026-06-06,International Friendlies 2026,FRIENDLY,friendly,2026,home,Qatar,El Salvador,0,0,8.0,1.0,1.0,59.0,10.0,1.0,,3.0,2.0,450.0,3.0,,True,0.8
1544803,2026-05-29,International Friendlies 2026,FRIENDLY,friendly,2026,home,Iran,Gambia,3,1,,,,,,,,,,,,,False,0.8
1544806,2026-06-03,International Friendlies 2026,FRIENDLY,friendly,2026,home,Haiti,New Zealand,4,0,13.0,7.0,5.0,51.0,9.0,0.0,0.0,5.0,0.0,,3.0,,True,0.8
1544806,2026-06-03,International Friendlies 2026,FRIENDLY,friendly,2026,away,New Zealand,Haiti,0,4,12.0,3.0,3.0,49.0,10.0,1.0,0.0,8.0,1.0,,3.0,,True,0.8
1544807,2026-06-04,International Friendlies 2026,FRIENDLY,friendly,2026,home,South Korea,El Salvador,1,0,13.0,6.0,3.0,71.0,17.0,4.0,,6.0,0.0,477.0,0.0,,True,0.8
1544811,2026-06-06,International Friendlies 2026,FRIENDLY,friendly,2026,home,Haiti,Peru,1,2,8.0,1.0,1.0,42.0,14.0,1.0,,3.0,1.0,297.0,3.0,,True,0.8
1544812,2026-06-08,International Friendlies 2026,FRIENDLY,friendly,2026,home,Netherlands,Uzbekistan,2,1,15.0,4.0,3.0,65.0,13.0,1.0,1.0,3.0,2.0,493.0,0.0,,True,0.8
1544812,2026-06-08,International Friendlies 2026,FRIENDLY,friendly,2026,away,Uzbekistan,Netherlands,1,2,8.0,1.0,4.0,35.0,14.0,1.0,0.0,3.0,2.0,224.0,1.0,,True,0.8
1545035,2026-05-31,International Friendlies 2026,FRIENDLY,friendly,2026,home,Czech Republic,Kosovo,2,1,,,,,,,,,,,,,False,0.8
1545261,2026-05-26,International Friendlies 2026,FRIENDLY,friendly,2026,home,Morocco,Burundi,5,0,,,,,,,,,,,,,False,0.8
1545263,2026-05-31,International Friendlies 2026,FRIENDLY,friendly,2026,home,South Korea,Trinidad and Tobago,5,0,19.0,11.0,6.0,72.0,12.0,1.0,,7.0,1.0,536.0,1.0,,True,0.8
1545264,2026-06-02,International Friendlies 2026,FRIENDLY,friendly,2026,home,Morocco,Madagascar,4,0,20.0,9.0,6.0,70.0,12.0,2.0,0.0,12.0,4.0,680.0,1.0,,True,0.8
1546497,2026-06-05,International Friendlies 2026,FRIENDLY,friendly,2026,away,Saudi Arabia,Puerto Rico,3,0,,,,,,,,,,,,,False,0.8
1546499,2026-06-06,International Friendlies 2026,FRIENDLY,friendly,2026,home,Cape Verde,Bermuda,3,0,,,,,,,,,,,,,False,0.8
1548428,2026-06-04,International Friendlies 2026,FRIENDLY,friendly,2026,home,Iran,Mali,2,0,,,,,,,,,,,,,False,0.8
1550809,2026-06-06,International Friendlies 2026,FRIENDLY,friendly,2026,away,South Africa,Jamaica,1,1,,,,,,,,,,,,,False,0.8
